MSOA21CD,pop,working_pop,elderly_pop,child_pop,working_percent,elderly_percent,child_percent,econ_score,infrastructure_score,health_score
E02004966,7300,4422.999999999998,2210.0000000000014,1143.000000000001,0.6058904109589038,0.30273972602739746,0.15657534246575355,0.034375,10.145750000000007,-1.6869999999999998
E02004967,8098,5371.0,1324.0000000000014,1742.0000000000011,0.6632501852309212,0.16349715979254154,0.2151148431711535,0.220625,18.424500000000002,0.29675000000000007
E02004968,7760,4791.0,1583.9999999999998,1726.0000000000005,0.6173969072164949,0.20412371134020615,0.2224226804123712,0.18862500000000001,21.167166666666674,-0.027749999999999997
E02004969,7229,4512.999999999998,1585.9999999999998,1520.0000000000007,0.6242910499377504,0.21939410706875084,0.21026421358417494,0.1345,16.18673333333332,-0.4746
E02004970,8431,5102.0,1729.999999999999,1947.9999999999989,0.6051476693156209,0.20519511327244683,0.2310520697426164,0.2354,18.77933333333334,0.08339999999999999
E02004971,8630,5527.000000000002,1429.0000000000002,1932.9999999999986,0.6404403244495946,0.16558516801854,0.22398609501738106,0.18869999999999995,18.62160000000002,-0.24300000000000002
E02004972,6228,3948.0000000000005,1461.999999999999,1187.0,0.6339113680154144,0.2347463070006421,0.19059087989723827,0.08349999999999999,14.140750000000018,-1.1195
E02004973,8797,6171.000000000002,947.0000000000005,1915.000000000001,0.7014891440263729,0.10765033534159378,0.21768784813004444,0.16412500000000002,25.354500000000026,-0.42074999999999996
E02004974,9145,5694.999999999999,2108.0000000000014,1746.000000000001,0.6227446692181519,0.23050847457627133,0.19092400218698752,0.09190000000000001,12.721533333333321,-0.8442000000000001
E02004975,8271,5066.000000000001,1931.0000000000018,1661.0000000000002,0.6125015113045582,0.23346632813444587,0.20082214967960346,0.06725,9.526999999999994,-1.3817499999999998
E02004976,11857,8742.999999999998,1236.0000000000018,2249.0,0.7373703297630091,0.1042422197857807,0.1896769840600489,0.1962142857142857,25.152095238095246,0.025714285714285707
E02004977,9152,6340.000000000002,1002.9999999999997,2038.0000000000007,0.6927447552447554,0.10959353146853143,0.22268356643356652,0.1749,26.075799999999997,-0.31579999999999997
E02004978,10264,6734.0,1414.0000000000016,2330.999999999998,0.6560795011691348,0.13776305533904926,0.22710444271239266,0.23900000000000002,18.421777777777766,0.2718333333333333
E02004979,7279,4651.0,1641.9999999999989,1389.9999999999998,0.6389613957961259,0.2255804368731967,0.1909602967440582,0.116875,17.333333333333325,-0.88725
E02004980,6358,3771.999999999999,2094.0,1027.9999999999989,0.5932683233721294,0.3293488518402013,0.16168606480025147,0.050624999999999996,10.563333333333325,-1.4655
E02004981,8154,4982.999999999999,1939.0,1636.0000000000007,0.611111111111111,0.23779740004905567,0.20063772381653186,0.11120000000000001,14.581200000000013,-0.553
E02004982,6060,3574.0,1614.0,1253.999999999999,0.5897689768976898,0.26633663366336635,0.20693069306930678,0.10874999999999999,9.986249999999982,-0.8167500000000001
E02004983,6144,3766.0000000000005,1428.000000000001,1271.0000000000005,0.6129557291666667,0.23242187500000014,0.2068684895833334,0.168625,13.37375,-0.07775
E02004984,6253,4049.0,1725.0000000000005,1051.0000000000005,0.6475291859907244,0.2758675835598913,0.16807932192547584,0.14600000000000002,14.643749999999983,0.024750000000000008
E02004985,7012,4050.000000000002,2281.000000000002,1144.9999999999993,0.5775812892184828,0.3252994865944098,0.16329150028522524,0.105375,9.460583333333336,-0.6537499999999999
E02004986,9063,6186.0,1157.0000000000005,2041.0000000000018,0.6825554452168157,0.12766192210084965,0.22520136820037534,0.24375000000000002,17.456166666666668,0.44566666666666666
E02004987,7894,5002.999999999996,1462.0000000000023,1776.9999999999993,0.6337724854319732,0.18520395236888806,0.22510767671649345,0.15537499999999999,12.278416666666658,-0.31999999999999995
E02004988,8031,5142.000000000001,1419.0000000000002,1800.000000000001,0.6402689577885694,0.17669032499066123,0.22413149047441178,0.1705,14.2698,0.057600000000000005
E02004989,12207,8770.0,1533.9999999999998,2092.9999999999986,0.7184402392070124,0.12566560170394034,0.17145899893503716,0.15058333333333332,14.319277777777783,-0.07416666666666667
E02004990,7393,4814.0,1644.0000000000014,1307.999999999998,0.6511564993913161,0.222372514540782,0.17692411740835898,0.163375,17.74075,-0.50675
E02004991,8314,5867.0,1146.0000000000005,1633.999999999999,0.7056771710368054,0.13783978830887664,0.1965359634351695,0.1985,16.83116666666665,0.096
E02004992,10118,7512.000000000002,1180.999999999999,1657.000000000001,0.7424392172366082,0.11672267246491393,0.1637675429926864,0.1621,18.209066666666658,-0.2042
E02004994,6232,3726.0000000000014,1807.9999999999993,1076.000000000001,0.5978818998716305,0.2901155327342746,0.1726572528883185,0.04775,14.546333333333324,-1.706
E02004995,5598,3293.000000000001,1851.9999999999986,903.0000000000002,0.5882458020721688,0.33083244015719876,0.16130760986066456,0.052333333333333336,14.952222222222199,-1.6306666666666667
E02004996,8470,4850.000000000001,2374.9999999999995,1719.0000000000005,0.5726092089728454,0.2804014167650531,0.20295159386068481,0.14766666666666664,23.91994444444445,-0.3945
E02004997,8534,4830.0,3007.000000000001,1389.999999999999,0.5659714084837122,0.3523552847433795,0.16287790016404957,0.13999999999999999,30.465833333333332,-0.3448333333333333
E02004998,6880,4033.9999999999995,2018.999999999999,1229.9999999999998,0.5863372093023255,0.29345930232558126,0.17877906976744182,0.106625,12.858249999999977,-0.585
E02005000,12346,8233.000000000002,2002.0000000000027,2511.0000000000027,0.6668556617527945,0.1621577838976189,0.20338571197148897,0.22466666666666665,23.23905555555555,0.1758333333333333
E02005001,9993,6058.000000000001,2559.999999999999,1926.9999999999989,0.606224357049935,0.25617932552786943,0.1928349844891423,0.12266666666666669,15.840166666666669,-0.25816666666666666
E02005002,10298,6379.0,2102.0000000000014,2291.0,0.6194406680908915,0.20411730433093817,0.22247038259856283,0.227,22.691055555555568,0.023666666666666673
E02005003,9384,5898.000000000002,1512.999999999998,2298.000000000001,0.6285166240409209,0.1612318840579708,0.2448849104859336,0.2777,27.283133333333318,0.3248
E02005004,11854,7778.0,1988.0000000000014,2545.000000000001,0.6561498228446094,0.1677071030875655,0.2146954614476127,0.16243749999999998,15.26070833333333,-0.20862499999999998
E02005005,10907,6544.000000000001,2792.000000000002,2284.9999999999995,0.5999816631521042,0.2559823966260202,0.20949848721004855,0.11233333333333334,24.29394444444445,-0.4965
E02005006,6434,3631.0000000000014,2279.000000000001,1088.9999999999995,0.564345663661797,0.3542119987566057,0.1692570718060304,0.12474999999999999,33.89733333333333,-0.59775
E02005007,9613,5671.999999999998,2871.000000000001,1745.0,0.5900343285134712,0.29865806720066584,0.18152501820451472,0.12779999999999997,25.667533333333335,-0.37200000000000005
E02005008,8804,4517.0,3840.0,1234.9999999999989,0.513062244434348,0.43616537937301225,0.14027714675147648,0.13141666666666668,22.806166666666645,-0.453
E02005009,6129,3449.0,2218.000000000001,963.9999999999991,0.562734540708109,0.36188611519008007,0.15728503834230692,0.12825,33.728,-0.46125000000000005
E02005010,7541,4603.0,2297.000000000001,1208.0000000000002,0.6103964991380454,0.30460151173584415,0.16019095610661718,0.25549999999999995,27.929133333333322,0.5469999999999999
E02005011,7507,3865.0000000000005,3504.999999999999,881.9999999999997,0.5148528040495538,0.4668975622752097,0.11749034234714262,0.116625,15.03566666666665,-0.28650000000000003
E02005012,9049,5237.999999999997,3022.9999999999986,1453.0000000000011,0.5788484915460269,0.33407006299038555,0.16057022875455865,0.202,21.71573333333334,0.1446
E02005013,8122,4544.000000000001,3067.0000000000014,1234.0000000000016,0.559468111302635,0.3776163506525488,0.15193302142329496,0.20759999999999995,19.56153333333334,0.2318
E02005014,8360,4331.0,3736.999999999998,1136.9999999999993,0.5180622009569378,0.4470095693779902,0.13600478468899513,0.0766,12.10666666666668,-0.6272
E02005015,9903,5807.0,2783.999999999998,1973.0,0.5863879632434615,0.2811269312329595,0.19923255579117438,0.138,15.62966666666664,-0.21239999999999998
E02005016,7811,4475.999999999998,2646.0000000000005,1316.0000000000002,0.5730380233004735,0.33875304058379213,0.1684803482268596,0.1585,14.035466666666645,-0.3854
E02005017,6633,3999.999999999999,2182.0000000000014,993.0000000000013,0.603045379164782,0.3289612543343889,0.14970601537765735,0.1279,16.811066666666658,-0.5478
E02005018,8735,4946.999999999999,3087.999999999999,1432.0000000000014,0.5663423010875785,0.3535203205495133,0.1639381797366916,0.1479,17.52606666666668,-0.24159999999999998
E02005019,6790,4014.9999999999977,2112.000000000001,1150.9999999999977,0.5913107511045652,0.3110456553755524,0.16951399116347537,0.150375,25.59816666666665,-0.24874999999999997
E02005020,7459,4462.999999999999,2156.0000000000014,1344.0000000000005,0.5983375787639093,0.2890467891138224,0.1801850113956295,0.20950000000000002,23.391333333333343,-0.04540000000000002
E02005021,11307,7761.0,2247.9999999999986,1418.9999999999993,0.6863889625895463,0.19881489342884925,0.12549747943751652,0.0693,17.1988,-0.877
E02005022,8046,5762.999999999998,1309.0000000000005,1262.000000000002,0.716256524981357,0.1626895351727567,0.15684812329107656,0.20949999999999996,23.551466666666663,0.030000000000000027
E02005023,9855,6845.0,1212.0000000000007,1926.000000000002,0.6945712836123795,0.12298325722983264,0.1954337899543381,0.32589999999999997,27.918133333333337,1.0151999999999999
E02005025,10060,6823.0,2210.999999999999,1313.999999999998,0.6782306163021868,0.21978131212723648,0.13061630218687853,0.12190000000000001,15.918666666666661,-0.5246000000000001
E02005026,8153,4982.999999999997,2130.0000000000005,1586.0,0.6111860664785965,0.261253526309334,0.19452962099840548,0.136625,26.530666666666647,-0.533
E02005027,5571,3210.999999999999,1965.9999999999986,876.9999999999989,0.5763776700771852,0.35289894094417495,0.15742236582301183,0.109625,22.68633333333335,-0.42325
E02005028,14647,9206.0,1225.0000000000005,4346.999999999999,0.6285246125486448,0.08363487403563873,0.2967843244350378,0.19999999999999996,18.368222222222215,0.24877777777777776
E02005029,15894,10646.0,1449.999999999999,4125.999999999999,0.669812507864603,0.09122939474015346,0.25959481565370573,0.11714285714285715,14.432380952380953,-0.36757142857142855
E02005030,12613,8396.0,1871.0000000000011,2748.000000000001,0.665662411797352,0.14833901530167296,0.21787045112185846,0.13858333333333334,17.848333333333333,-0.3283333333333333
E02005031,8180,5284.999999999998,1314.9999999999998,1887.0000000000005,0.646088019559902,0.16075794621026893,0.23068459657701718,0.22030000000000002,23.39773333333334,0.26940000000000003
E02005032,9810,6579.999999999999,1483.999999999998,2140.9999999999977,0.6707441386340468,0.15127420998980612,0.21824668705402628,0.1619,23.705533333333342,0.032200000000000006
E02005033,7631,4969.999999999998,1254.0,1728.9999999999995,0.6512907875769883,0.16432970777093434,0.22657580919931852,0.18675,22.704166666666676,0.294
E02005034,7626,4640.000000000002,1893.9999999999993,1474.9999999999998,0.6084447941253609,0.24836087070548116,0.19341725675321267,0.0651,13.632333333333335,-0.7292
E02005035,8691,5171.999999999999,1947.9999999999993,1906.9999999999989,0.595098377632033,0.22413991485444706,0.21942239097917374,0.1044,18.5964,-0.2866000000000001
E02005036,6828,4214.0,1217.0,1654.000000000001,0.6171646162858817,0.17823667252489747,0.24223784417106048,0.237625,23.56025,0.41925
E02005037,7124,4125.000000000001,2177.9999999999986,1274.0000000000005,0.5790286355979788,0.30572711959573257,0.17883211678832123,0.06999999999999999,12.171666666666642,-0.67025
E02005038,6086,3468.999999999999,1867.999999999999,1096.9999999999984,0.5699967137693065,0.3069339467630626,0.18024975353269773,0.092,19.823000000000025,-0.4255
E02005039,6806,4077.9999999999986,1782.0000000000018,1379.0000000000005,0.5991771965912428,0.2618277990008818,0.2026153394064062,0.1578,27.371800000000018,0.1734
E02005040,6874,3892.999999999998,2455.999999999998,1089.999999999999,0.5663369217340701,0.35728833284841405,0.1585685190573173,0.076625,17.79683333333335,-0.71075
E02005041,7383,4334.0,2629.0,1113.0,0.5870242448869023,0.35608831098469457,0.15075172694026817,0.14137499999999997,26.677333333333323,-0.5237499999999999
E02005042,9048,5093.0,3558.0000000000005,1269.0000000000005,0.5628868258178603,0.39323607427055707,0.14025198938992048,0.15899999999999997,20.834666666666642,-0.23479999999999998
E02005043,7179,4084.0,2735.999999999998,1003.0,0.5688814598133445,0.3811115754283324,0.1397130519570971,0.1766,17.24353333333334,0.0644
E02005044,6024,3504.000000000001,2584.9999999999995,607.0000000000013,0.5816733067729085,0.42911686586985387,0.10076361221779569,0.143375,23.600333333333353,-0.10975000000000001
E02005045,9431,5461.999999999999,2622.0,1946.0000000000011,0.5791538543102533,0.2780192980595907,0.20634079100837674,0.20099999999999998,20.41327777777777,0.206
E02005046,9281,5654.000000000003,1856.9999999999993,2149.0,0.6092015946557486,0.2000861976080163,0.23154832453399418,0.1984,27.21033333333334,0.074
E02005047,7538,4181.000000000002,2675.9999999999986,1266.9999999999998,0.5546564075351554,0.3550013266118332,0.16808171928893603,0.2203,21.063600000000022,0.3054
E02005048,6669,3832.9999999999986,2609.0,925.9999999999991,0.5747488379067325,0.39121307542360173,0.1388514020092966,0.1145,26.019750000000023,-0.32775
E02005049,6926,3487.0,3330.999999999999,891.999999999999,0.5034652035807103,0.48094138030609285,0.1287900664164018,0.10112499999999999,19.864166666666677,-0.51675
