lsoa_code,pop,econ_score,infrastructure_score,health_score,percent_working,percent_child,percent_old
W01000655,1876,43.95,32.6,38.8,0.57089552238806,0.215884861407249,0.270788912579957
W01000656,2041,33.4,16.42,22.7,0.591376776090152,0.182263596276335,0.296913277804998
W01000657,1140,30.65,25.4,22.9,0.612280701754386,0.149122807017544,0.341228070175439
W01000658,1362,27.35,21.6,23.1,0.591042584434655,0.191629955947137,0.292217327459618
W01000659,1777,40.9,31.12,28.2,0.616769836803602,0.214406302757456,0.219471018570625
W01000660,1511,50.55,25.18,49.5,0.597617471872932,0.178027796161482,0.309728656518862
W01000662,2232,14.65,15.58,17.4,0.609767025089606,0.166666666666667,0.295698924731183
W01000663,2561,10.7,15.24,10.9,0.584146817649356,0.159703240921515,0.337758688012495
W01000664,2639,7.8,13.44,9.1,0.616521409624858,0.192876089427814,0.261083743842365
W01000665,1875,5.05,8.92,5.3,0.6112,0.1616,0.3152
W01000666,1637,11.75,14.38,12.7,0.614538790470373,0.21014050091631,0.237018937080024
W01000667,2110,10.95,15.48,11.9,0.628909952606635,0.188151658767773,0.248341232227488
W01000670,1526,44.6,13.24,38.6,0.576671035386632,0.17824377457405,0.312581913499345
W01000671,2150,13.85,13.7,12.4,0.563720930232558,0.165581395348837,0.348837209302326
W01000672,1512,17.7,41.6,10.0,0.569444444444444,0.150132275132275,0.366402116402116
W01000673,1120,13.05,32.3,9.5,0.566964285714286,0.145535714285714,0.407142857142857
W01000674,2100,6.3,33.46,4.6,0.576190476190476,0.163809523809524,0.371428571428571
W01000675,2058,7.0,25.4,5.7,0.555879494655005,0.146744412050535,0.380466472303207
W01000676,1509,4.75,20.6,3.3,0.552021206096753,0.148442677269715,0.392312789927104
W01000677,1433,20.7,16.44,17.2,0.595254710397767,0.154919748778786,0.327983251919051
W01000678,1412,12.35,31.76,13.2,0.560198300283286,0.114022662889518,0.43413597733711
W01000679,1225,13.25,23.76,7.1,0.583673469387755,0.168979591836735,0.297959183673469
W01000680,2329,7.95,18.44,7.3,0.556032632030915,0.173035637612709,0.352941176470588
W01000681,2137,28.65,27.32,24.6,0.57463734206832,0.186242395882078,0.312119794103884
W01000682,1384,5.85,23.26,2.8,0.558526011560694,0.149566473988439,0.376445086705202
W01000683,1024,11.1,43.12,6.1,0.58984375,0.12109375,0.4169921875
W01000684,1734,9.9,29.56,5.5,0.58477508650519,0.114186851211073,0.407727797001153
W01000685,1540,19.35,34.5,16.9,0.579220779220779,0.187662337662338,0.315584415584416
W01000686,1230,8.95,28.56,8.2,0.568292682926829,0.139024390243902,0.382926829268293
W01000687,1963,11.05,35.36,7.1,0.598064187468161,0.145185939887927,0.371879775853286
W01000688,1714,24.3,36.7,18.1,0.566511085180863,0.17269544924154,0.359393232205368
W01000689,1736,6.35,29.08,3.6,0.569700460829493,0.119815668202765,0.423387096774194
W01000690,1798,12.95,10.34,12.1,0.57174638487208,0.183537263626251,0.311457174638487
W01000691,1847,19.25,9.72,11.5,0.55224688684353,0.18408229561451,0.326475365457499
W01000692,1490,15.05,12.14,15.9,0.619463087248322,0.195302013422819,0.235570469798658
W01000693,1131,24.55,14.04,16.4,0.509283819628647,0.183023872679045,0.366931918656057
W01000694,1495,2.5,16.6,3.0,0.493645484949833,0.161872909698997,0.4
W01000695,2334,15.6,17.6,22.1,0.625107112253642,0.187232219365895,0.256212510711225
W01000696,1702,18.75,21.26,11.4,0.582843713278496,0.175088131609871,0.349588719153937
W01000697,1982,22.05,19.58,18.8,0.588799192734611,0.163471241170535,0.303229061553986
W01000698,2013,23.6,21.42,17.4,0.590163934426229,0.198211624441133,0.294088425235966
W01000699,1496,9.75,20.12,14.8,0.586898395721925,0.167780748663102,0.335561497326203
W01000700,1995,7.2,34.18,3.6,0.5468671679198,0.130827067669173,0.429072681704261
W01000701,1576,14.3,25.96,8.3,0.567258883248731,0.129441624365482,0.373096446700508
W01000702,1211,22.6,25.72,22.3,0.575557390586292,0.170933113129645,0.327828241123039
W01000703,1801,27.85,31.82,27.7,0.646862853970017,0.164908384230983,0.248195446973903
W01000704,1686,10.95,14.06,7.0,0.559905100830368,0.18208778173191,0.329181494661922
W01000705,1989,34.4,24.68,39.5,0.587732528909,0.237807943690297,0.225238813474108
W01000706,1520,28.85,18.28,22.5,0.596052631578947,0.191447368421053,0.268421052631579
W01000707,1435,53.1,25.06,40.3,0.595121951219512,0.239721254355401,0.222996515679443
W01000708,1386,62.6,21.8,68.0,0.563492063492063,0.24963924963925,0.234487734487734
W01000709,2227,8.4,29.74,4.5,0.580601706331388,0.135608441850022,0.38796587337225
W01000710,2125,5.6,8.86,2.9,0.581647058823529,0.136,0.388705882352941
W01000711,2016,41.95,24.46,32.4,0.599702380952381,0.155257936507937,0.327876984126984
W01000712,1716,11.3,13.44,12.4,0.627622377622378,0.172494172494172,0.259324009324009
W01000713,1368,13.65,15.08,12.1,0.58187134502924,0.182017543859649,0.302631578947368
W01000714,1450,31.7,22.88,26.9,0.587586206896552,0.177241379310345,0.300689655172414
W01000715,1305,10.6,9.6,4.9,0.56551724137931,0.131034482758621,0.382375478927203
W01000716,1427,8.35,16.64,7.5,0.578836720392432,0.167484232655922,0.355290819901892
W01000717,1490,27.65,17.24,18.3,0.575838926174497,0.209395973154362,0.295973154362416
W01000718,1413,33.5,19.74,21.0,0.589525831564048,0.184005661712668,0.29723991507431
W01000719,1427,16.1,28.02,15.4,0.583742116327961,0.173090399439383,0.343377715487036
W01000720,1856,8.75,17.72,11.4,0.561961206896552,0.180495689655172,0.353448275862069
W01000721,1447,12.05,20.68,9.2,0.579129232895646,0.213545266067726,0.270905321354527
W01000722,1322,4.15,18.72,4.9,0.51588502269289,0.130105900151286,0.46142208774584
W01000723,1323,9.0,34.0,11.2,0.549508692365835,0.111111111111111,0.472411186696901
W01000724,1947,22.1,17.18,14.7,0.563944530046225,0.187981510015408,0.3256291730868
W01000725,2373,18.6,15.56,22.7,0.545301306363253,0.137378845343447,0.395280235988201
W01000728,2057,6.0,40.14,5.6,0.608653378706855,0.113757899854157,0.387943607194944
W01000729,1224,47.25,19.02,43.7,0.562908496732026,0.215686274509804,0.285947712418301
W01000730,1288,24.7,23.5,18.9,0.59472049689441,0.182453416149068,0.328416149068323
W01000731,2494,17.0,11.14,13.6,0.600641539695269,0.172413793103448,0.30392943063352
W01000732,1316,35.95,30.46,32.0,0.639057750759878,0.170212765957447,0.273556231003039
W01000733,1159,75.35,49.78,89.2,0.617773943054357,0.194132873166523,0.237273511647972
W01000734,1365,48.65,41.34,57.7,0.676923076923077,0.193406593406593,0.178754578754579
W01000735,2375,11.4,17.74,9.9,0.58821052631579,0.151578947368421,0.352421052631579
W01000736,1827,0.75,2.4,0.1,0.50519978106185,0.171319102353585,0.388615216201423
W01000737,1481,2.35,7.3,2.1,0.49628629304524,0.12761647535449,0.464550979068197
W01000738,1759,70.8,26.06,73.6,0.610005685048323,0.237635019897669,0.196702671972712
W01000739,2310,28.8,22.16,33.9,0.70995670995671,0.174458874458874,0.164069264069264
W01000740,1606,12.6,10.52,23.0,0.535491905354919,0.106475716064757,0.435242839352428
W01000741,1939,32.65,13.58,31.3,0.617328519855596,0.184115523465704,0.250128932439402
W01000742,1654,85.4,40.38,89.8,0.64087061668682,0.195284159613059,0.212817412333736
W01000744,1479,37.65,34.94,32.0,0.719405003380663,0.183908045977011,0.183231913455037
W01000745,2757,22.7,28.94,47.1,0.772578890097933,0.134929270946681,0.114254624591948
W01000746,1454,35.15,27.68,29.1,0.718019257221458,0.144429160935351,0.191196698762036
W01000747,1799,22.15,21.98,46.1,0.808782657031684,0.129516397998888,0.0833796553640912
W01000749,2084,20.05,33.56,38.1,0.663147792706334,0.116602687140115,0.269193857965451
W01000750,1419,36.75,18.32,28.3,0.599013389711064,0.132487667371388,0.355884425651868
W01000751,1374,6.6,9.3,6.0,0.565502183406114,0.143377001455604,0.370451237263464
W01000752,1456,52.8,22.56,44.4,0.589285714285714,0.231456043956044,0.230082417582418
W01000753,1403,27.6,16.98,23.5,0.607270135424091,0.214540270848182,0.238061297220242
W01000754,1553,21.15,18.24,26.4,0.640051513200258,0.16741790083709,0.274951706374759
W01000755,1993,22.0,16.8,19.4,0.653286502759659,0.175614651279478,0.24234821876568
W01000756,1464,58.2,26.38,66.9,0.655054644808743,0.177595628415301,0.215846994535519
W01000757,1467,21.65,14.02,21.4,0.537832310838446,0.150647580095433,0.38104976141786
W01000758,1915,15.05,13.12,16.0,0.619843342036554,0.183812010443864,0.257441253263708
W01000759,1527,5.95,9.2,17.0,0.542239685658153,0.123117223313687,0.434839554682384
W01000760,1577,33.2,31.12,28.0,0.637920101458465,0.183893468611287,0.238427393785669
W01000761,1588,25.45,17.6,21.6,0.637909319899244,0.20088161209068,0.207178841309824
W01000762,1660,47.8,31.44,58.3,0.591566265060241,0.268674698795181,0.18433734939759
W01000763,1402,25.4,24.12,15.6,0.628388017118402,0.199001426533524,0.24679029957204
W01000764,1583,22.65,27.62,25.2,0.654453569172457,0.176879343019583,0.229943145925458
W01000765,1729,21.95,25.24,19.5,0.633314054366686,0.174089068825911,0.280508964719491
W01000766,1478,17.35,16.72,15.5,0.637347767253045,0.184709066305819,0.248308525033829
W01000767,1403,39.7,24.5,39.7,0.620099786172488,0.154668567355666,0.300784034212402
W01000768,1335,11.5,8.6,10.5,0.608239700374532,0.158052434456929,0.317602996254682
W01000769,1379,3.75,6.66,1.9,0.572153734590283,0.157360406091371,0.314720812182741
W01000770,1527,3.85,3.52,3.2,0.617550753110675,0.153241650294695,0.29011132940406
W01000771,1312,9.35,10.24,4.9,0.588414634146341,0.18140243902439,0.307926829268293
W01000772,1417,5.95,9.16,2.1,0.570218772053634,0.151729004940014,0.369795342272407
W01000774,1714,17.25,13.84,22.9,0.609684947491249,0.156942823803967,0.289964994165694
W01000775,1672,2.5,24.6,1.8,0.553827751196172,0.119617224880383,0.44677033492823
W01000776,1756,1.6,21.92,0.9,0.529043280182232,0.128132118451025,0.432801822323462
W01000777,1684,4.45,12.68,8.7,0.573634204275534,0.130047505938242,0.372327790973872
W01000778,1747,7.4,7.72,13.6,0.675443617630223,0.155123068116772,0.250143102461362
W01000779,1462,22.8,13.02,24.6,0.616279069767442,0.19562243502052,0.238714090287278
W01000781,1643,0.8,2.22,1.0,0.524650030432136,0.147291539866099,0.393183201460743
W01000782,1112,2.85,1.94,1.2,0.557553956834532,0.170863309352518,0.357014388489209
W01000784,1280,12.85,11.46,17.4,0.56875,0.1609375,0.34453125
