pfa_code,pfa_name,msoa_code,msoa_name,month,bucket,capacity_version,demand_q25,demand,demand_q75,weighted_demand_q25,weighted_demand,weighted_demand_q75,baseline_alloc,variable_alloc,total_alloc,share_of_force_capacity,total_capacity,prev_month_total_alloc,alloc_change_abs,alloc_change_pct,demand_iqr,demand_iqr_ratio,prev_month_demand,demand_change_abs,demand_change_pct,uncertainty_flag
E23000008,Durham,E02002559,Darlington 001,2026-02,disorder_damage,wider_local_policing,14.0696,27.775399999999998,49.1937,13.312819999999999,25.42538,43.9372,1.8785734267245475,3.532912119434476,5.411485546159024,0.007064602540677576,766.0,5.525955021605979,-0.1144694754469553,-2.0714876433012956,35.1241,1.2645758476925626,31.0348,-3.259400000000003,-10.502403753206089,True
E23000008,Durham,E02004319,County Durham 044,2026-02,disorder_damage,wider_local_policing,6.9987,19.692700000000002,37.201499999999996,6.96458,17.73236,32.8846,1.5613674844863101,2.463950176956062,4.025317661442372,0.005254983892222418,766.0,4.135062398605577,-0.10974473716320432,-2.6540043797213886,30.202799999999996,1.5337053832130685,22.2266,-2.533899999999999,-11.400304140084398,True
E23000008,Durham,E02004335,County Durham 049,2026-02,local_reassurance,wider_local_policing,5.292800000000001,10.1814,19.206799999999998,2.38176,4.5816300000000005,8.64306,1.4680681431211777,0.6366275018805846,2.104695645001762,0.0027476444451720134,766.0,2.183500353218908,-0.07880470821714569,-3.609099861191783,13.913999999999998,1.3666097000412516,12.4178,-2.2363999999999997,-18.00963133566332,True
E23000008,Durham,E02004351,County Durham 051,2026-01,local_reassurance,wider_local_policing,4.8038,10.1876,17.6311,2.16171,4.58442,7.933995,1.3742022136020078,0.5869427099479485,1.9611449235499563,0.0025602414145560787,766.0,1.8573566858530848,0.10378823769687151,5.5879540255996405,12.827300000000001,1.2591091130393814,8.1768,2.0107999999999997,24.591527247823105,True
E23000009,North Yorkshire,E02005775,Harrogate 015,2026-02,acquisitive_crime,wider_local_policing,6.380199999999999,12.383999999999999,29.9815,2.6678949999999997,5.346335000000001,13.866010000000001,1.6185862233549206,0.9473393369628447,2.5659255603177655,0.0034212340804236872,750.0,2.678689153940494,-0.11276359362272848,-4.209655810822515,23.601300000000002,1.905789728682171,14.981900000000001,-2.5979000000000028,-17.340257243740798,True
E23000009,North Yorkshire,E02005804,Scarborough 010,2026-02,acquisitive_crime,wider_local_policing,10.629999999999999,17.412000000000003,33.8523,4.458115,7.451685000000001,15.41468,1.34508598550622,1.320395060757692,2.665481046263912,0.003553974728351883,750.0,2.732117719078513,-0.06663667281460084,-2.4390117727824707,23.2223,1.3336951527682057,19.662,-2.2499999999999964,-11.443393347573982,True
E23000009,North Yorkshire,E02005808,Scarborough 014,2026-01,local_reassurance,wider_local_policing,5.3303,11.637599999999999,20.3744,2.398635,5.23692,9.16848,1.6398155064293585,0.8666359516176151,2.5064514580469734,0.0033419352773959646,750.0,2.3811916334738847,0.1252598245730887,5.260384036808874,15.0441,1.292714992782017,9.606,2.031599999999999,21.149281698938154,True
E23000010,West Yorkshire,E02002190,Bradford 008,2026-02,local_reassurance,wider_local_policing,5.498200000000001,11.2654,20.8555,2.47419,5.0694300000000005,9.384975,2.25389070318873,0.5678598088912018,2.821750512079932,0.0009529721418709665,2961.0,2.8823412465850975,-0.0605907345051655,-2.1021360526603643,15.357299999999999,1.3632272267296321,13.405000000000001,-2.1396000000000015,-15.961208504289454,True
E23000010,West Yorkshire,E02002217,Bradford 035,2026-01,local_reassurance,wider_local_policing,5.2681,10.6455,19.1154,2.370645,4.790475000000001,8.601930000000001,1.977454424550697,0.4990802133327885,2.4765346378834856,0.0008363845450467699,2961.0,2.381994389848123,0.09454024803536276,3.9689534298773346,13.8473,1.3007655817011883,8.519,2.1265,24.9618499823923,True
E23000010,West Yorkshire,E02002241,Bradford 059,2026-01,local_reassurance,wider_local_policing,5.956799999999999,13.294,23.901699999999998,2.68056,5.9823,10.755765,2.290366220195892,0.6232466634771585,2.9136128836730504,0.0009839962457524655,2961.0,2.8169947229718573,0.09661816070119311,3.4298310860612276,17.944899999999997,1.3498495561907624,11.09,2.2040000000000006,19.873760144274126,True
E23000010,West Yorkshire,E02002251,Calderdale 008,2026-02,local_reassurance,wider_local_policing,4.1779,13.356499999999999,25.6167,1.880055,6.010425,11.527515000000001,1.519566335420185,0.6732667759205475,2.1928331113407324,0.0007405718038975793,2961.0,2.286735440014278,-0.09390232867354564,-4.106392328137414,21.4388,1.6051211020851273,16.3639,-3.0074000000000023,-18.378259461375357,True
E23000010,West Yorkshire,E02002312,Kirklees 042,2026-02,acquisitive_crime,wider_local_policing,6.818199999999999,14.625499999999999,27.8828,2.8079199999999997,6.41811,12.990095,2.0653412878640616,0.7189342229881291,2.784275510852191,0.0009403159442256639,2961.0,2.8375387260777867,-0.05326321522559585,-1.8770920987295003,21.0646,1.440265290075553,17.003,-2.3775000000000013,-13.982826560018827,True
E23000010,West Yorkshire,E02002314,Kirklees 044,2026-02,disorder_damage,wider_local_policing,5.9082,15.5803,29.8705,5.6772800000000005,14.31966,26.50248,1.0898217924068732,1.6040382037008079,2.693859996107681,0.0009097804782531851,2961.0,2.8002678409670656,-0.10640784485938459,-3.7999166830640347,23.9623,1.5379870734196388,17.7603,-2.1800000000000015,-12.274567434108667,True
E23000010,West Yorkshire,E02002390,Leeds 061,2026-02,acquisitive_crime,wider_local_policing,8.6367,19.964399999999998,34.8847,3.532485,9.19662,16.3266,1.7915588962502387,1.0301731902097482,2.8217320864599866,0.0009529659191016503,2961.0,2.8644530810989064,-0.04272099463891976,-1.491418900201726,26.248000000000005,1.3147402376229693,22.703,-2.7386000000000017,-12.062722988151354,True
E23000010,West Yorkshire,E02002442,Wakefield 005,2026-02,acquisitive_crime,wider_local_policing,11.803900000000002,24.988,48.90689999999999,4.73556,10.372430000000001,21.31696,1.7802027285187365,1.1618833118392735,2.94208604035801,0.0009936123067740663,2961.0,3.1152536940661513,-0.17316765370814124,-5.558701496381697,37.102999999999994,1.4848327197054585,31.117299999999997,-6.129299999999997,-19.69740305232137,True
E23000010,West Yorkshire,E02002456,Wakefield 019,2026-02,acquisitive_crime,wider_local_policing,7.1884,15.0408,28.642100000000003,3.1313500000000003,6.636520000000001,13.181150000000002,1.9189454734123061,0.7433997468951418,2.662345220307448,0.0008991371902422993,2961.0,2.704591216718546,-0.04224599641109794,-1.5620104121448193,21.453700000000005,1.4263669485665658,17.19,-2.1492000000000004,-12.502617801047123,True
